| Nº pess/|Período|data atual|TipTmp|TxtDescritTipTempos      |     Número|
|   308322| 202204|23/04/2022|JREA  |Jornada Realizada        |      9,03 |
|   308322| 202204|23/04/2022|JRES  |Jornada Realizada Sadia  |      9,03 |
|   308322| 202204|23/04/2022|2843  |Intervalo Intrajornada   |     10,03 |
|   308322| 202204|23/04/2022|BRD1  |Hrs/extra turno dia ctg/1|      8,78 |
|   308322| 202204|23/04/2022|BRT1  |Horas extra categoria 1  |    100,00 |
|   308322| 202204|23/04/2022|BRN2  |HrsExtra turno noite Ctg2|      0,25 |
|   308322| 202204|23/04/2022|BRT2  |Horas extra categoria 2  |    100,00 |
|   308322| 202204|23/04/2022|0310  |Hrs/extrs/não autor/pres/|     10,03 |
|   308322| 202204|23/04/2022|0110  |Período variável Presença|     10,03 |
|   308322| 202204|23/04/2022|0010  |Presença                 |     10,03 |
|   308322| 202204|23/04/2022|0301  |Hrs/extras não autorizad/|     10,03 |
|   308322| 202204|23/04/2022|ZINT  |Intervalo dia não laboral|      1,00 |
|   308322| 202204|23/04/2022|Z060  |Horas extras troca dia   |      9,03 |
|   308322| 202204|23/04/2022|E711  |Hrs Extras Dom/Fer100%   |      9,03 |
|   308322| 202204|23/04/2022|8711  |Hrs Extras Dom/Fer100%   |      9,03 |
|   308322| 202204|23/04/2022|E411  |Hrs Extras Dom/Fer100%   |      9,03 |
|   308322| 202204|23/04/2022|E468  |Ad Not 25% S/ HE 100% D/F|      0,25 |
|   308322| 202204|23/04/2022|2825  |Hr Extra Dom/Fer 100% PP |      9,03 |
|   308322| 202204|23/04/2022|2921  |Ad Nt 25% S HE 100% DF PP|      0,25 |
|   308322| 202204|23/04/2022|9502  |Prov H/ Bco/ 16/31-  60% |      0,27 |
|   308322| 202204|23/04/2022|9900  |Total HrC+Bco+HE=16-31   |     25,25 |
|   308322| 202204|23/04/2022|P200  |Provisão Reflexo RSR     |      0,05 |
|   308322| 202204|23/04/2022|P201  |Provisão Encargos Sociais|     16,07 |
|   308322| 202204|23/04/2022|9400  |Bco Hrs Compensadas 16-31|      1,95-|
|   308322| 202204|23/04/2022|9825  |Prov HE 100% DF PP(16-31)|     24,98 |
|   308322| 202204|23/04/2022|0050  |Horas produtivas         |     10,03 |
|   308322| 202204|23/04/2022|0051  |Hrs/produtivas acumuladas|     10,03 |
|   308556| 202204|23/04/2022|YDEF  |Dia do Fechamento        |     15,00 |
|   308556| 202204|23/04/2022|PANT  |Par final anterior a DSR |     63,53 |
|   308556| 202204|23/04/2022|2482  |Aux/ Hrs ajuste TIP DSR  |      2,00 |
|   308556| 202204|23/04/2022|HFOL  |Cont Dias Folga          |      1,00 |
|   308556| 202204|23/04/2022|NSSR  |Número Semanas s/ repouso|      1,00-|
|   308556| 202204|23/04/2022|NDSR  |Número Dias s/ repouso   |      4,00-|
|   308556| 202204|23/04/2022|9401  |Sdo BH Compensável 16-31 |      1,24 |
|   308556| 202204|23/04/2022|9900  |Total HrC+Bco+HE=16-31   |     16,85 |
|   308556| 202204|23/04/2022|P201  |Provisão Encargos Sociais|     10,72 |
|   308556| 202204|23/04/2022|9400  |Bco Hrs Compensadas 16-31|      1,55-|
|   308556| 202204|23/04/2022|9825  |Prov HE 100% DF PP(16-31)|     16,85 |
|   308777| 202204|23/04/2022|YDEF  |Dia do Fechamento        |     15,00 |
|   308777| 202204|23/04/2022|PANT  |Par final anterior a DSR |     79,18 |
|   308777| 202204|23/04/2022|2482  |Aux/ Hrs ajuste TIP DSR  |      2,00 |
|   308777| 202204|23/04/2022|HFOL  |Cont Dias Folga          |      1,00 |
|   308777| 202204|23/04/2022|NDSR  |Número Dias s/ repouso   |      1,00-|
|   308777| 202204|23/04/2022|9502  |Prov H/ Bco/ 16/31-  60% |      0,45 |
|   308777| 202204|23/04/2022|9900  |Total HrC+Bco+HE=16-31   |      0,45 |
|   308777| 202204|23/04/2022|P200  |Provisão Reflexo RSR     |      0,09 |
|   308777| 202204|23/04/2022|P201  |Provisão Encargos Sociais|      0,29 |
|   309141| 202204|23/04/2022|YDEF  |Dia do Fechamento        |     15,00 |
|   309141| 202204|23/04/2022|NDSR  |Número Dias s/ repouso   |      3,00-|
|   309141| 202204|23/04/2022|NUMA  |Numero Horas Tipo Proc/ A|      7,33 |
|   309141| 202204|23/04/2022|NUMK  |Numero Horas Tipo Proc/ K|      1,00 |
|   309141| 202204|23/04/2022|3997  |Horas de Faltas          |      7,33 |
|   309141| 202204|23/04/2022|2850  |Horas de Faltas PP       |    733,33 |
|   309141| 202204|23/04/2022|9401  |Sdo BH Compensável 16-31 |      1,06 |
|   309141| 202204|23/04/2022|BRDE  |Horas de dedução         |      7,33 |
|   309141| 202204|23/04/2022|9900  |Total HrC+Bco+HE=16-31   |      9,25 |
|   309141| 202204|23/04/2022|P201  |Provisão Encargos Sociais|      5,89 |
|   309141| 202204|23/04/2022|9400  |Bco Hrs Compensadas 16-31|      1,38-|
|   309141| 202204|23/04/2022|9825  |Prov HE 100% DF PP(16-31)|      9,25 |
|   309141| 202204|23/04/2022|0002  |Tempo teórico            |      7,33 |
|   309141| 202204|23/04/2022|0005  |Saldo horário flexível   |      7,33-|
|   318565| 202204|23/04/2022|YDEF  |Dia do Fechamento        |     15,00 |
|   318565| 202204|23/04/2022|PANT  |Par final anterior a DSR |     79,40 |
|   318565| 202204|23/04/2022|2482  |Aux/ Hrs ajuste TIP DSR  |      2,00 |
|   318565| 202204|23/04/2022|HFOL  |Cont Dias Folga          |      1,00 |
|   318565| 202204|23/04/2022|NDSR  |Número Dias s/ repouso   |      1,00-|
|   318565| 202204|23/04/2022|9502  |Prov H/ Bco/ 16/31-  60% |      0,35 |
|   318565| 202204|23/04/2022|9900  |Total HrC+Bco+HE=16-31   |      0,35 |
|   318565| 202204|23/04/2022|P200  |Provisão Reflexo RSR     |      0,07 |
|   318565| 202204|23/04/2022|P201  |Provisão Encargos Sociais|      0,22 |
|   318584| 202204|23/04/2022|YDEF  |Dia do Fechamento        |     15,00 |
|   318584| 202204|23/04/2022|2481  |Aux/ Hrs ajuste tab TIP  |      2,00 |
|   318584| 202204|23/04/2022|PANT  |Par final anterior a DSR |     18,62 |
|   318584| 202204|23/04/2022|NSSR  |Número Semanas s/ repouso|      1,00 |
|   318584| 202204|23/04/2022|NDSR  |Número Dias s/ repouso   |      1,00 |
|   318584| 202204|23/04/2022|NUMM  |Numero Horas Tipo Proc/ M|      5,67 |
|   318584| 202204|23/04/2022|JREA  |Jornada Realizada        |      5,67 |
|   318584| 202204|23/04/2022|JRES  |Jornada Realizada Sadia  |      5,67 |
|   318584| 202204|23/04/2022|2843  |Intervalo Intrajornada   |      5,67 |
|   318584| 202204|23/04/2022|BRD1  |Hrs/extra turno dia ctg/1|      5,67 |
|   318584| 202204|23/04/2022|BRT1  |Horas extra categoria 1  |    100,00 |
|   318584| 202204|23/04/2022|0310  |Hrs/extrs/não autor/pres/|      5,67 |
|   318584| 202204|23/04/2022|0110  |Período variável Presença|      5,67 |
|   318584| 202204|23/04/2022|0010  |Presença                 |      5,67 |
|   318584| 202204|23/04/2022|0301  |Hrs/extras não autorizad/|      5,67 |
|   318584| 202204|23/04/2022|Z060  |Horas extras troca dia   |      5,67 |
|   318584| 202204|23/04/2022|E711  |Hrs Extras Dom/Fer100%   |      5,67 |
|   318584| 202204|23/04/2022|8711  |Hrs Extras Dom/Fer100%   |      5,67 |
|   318584| 202204|23/04/2022|E411  |Hrs Extras Dom/Fer100%   |      5,67 |
|   318584| 202204|23/04/2022|2825  |Hr Extra Dom/Fer 100% PP |      5,67 |
|   318584| 202204|23/04/2022|9401  |Sdo BH Compensável 16-31 |      0,06 |
|   318584| 202204|23/04/2022|9900  |Total HrC+Bco+HE=16-31   |     18,27 |
|   318584| 202204|23/04/2022|P201  |Provisão Encargos Sociais|     11,63 |
|   318584| 202204|23/04/2022|9400  |Bco Hrs Compensadas 16-31|      2,45-|
|   318584| 202204|23/04/2022|9825  |Prov HE 100% DF PP(16-31)|     18,27 |
|   318584| 202204|23/04/2022|0050  |Horas produtivas         |      5,67 |
|   318584| 202204|23/04/2022|0051  |Hrs/produtivas acumuladas|      5,67 |
|   325096| 202204|23/04/2022|YDEF  |Dia do Fechamento        |     15,00 |
|   325096| 202204|23/04/2022|2481  |Aux/ Hrs ajuste tab TIP  |      2,00 |
|   325096| 202204|23/04/2022|PANT  |Par final anterior a DSR |     13,73 |
|   325096| 202204|23/04/2022|NSSR  |Número Semanas s/ repouso|      1,00 |
|   325096| 202204|23/04/2022|NDSR  |Número Dias s/ repouso   |      1,00 |
|   325096| 202204|23/04/2022|NUMK  |Numero Horas Tipo Proc/ K|      1,00 |
|   325096| 202204|23/04/2022|NUMM  |Numero Horas Tipo Proc/ M|      7,80 |
|   325096| 202204|23/04/2022|JREA  |Jornada Realizada        |      7,80 |
|   325096| 202204|23/04/2022|JRES  |Jornada Realizada Sadia  |      7,80 |
|   325096| 202204|23/04/2022|2843  |Intervalo Intrajornada   |      8,80 |
|   325096| 202204|23/04/2022|BRD1  |Hrs/extra turno dia ctg/1|      7,73 |
|   325096| 202204|23/04/2022|BRT1  |Horas extra categoria 1  |    100,00 |
|   325096| 202204|23/04/2022|BRN2  |HrsExtra turno noite Ctg2|      0,07 |
|   325096| 202204|23/04/2022|BRT2  |Horas extra categoria 2  |    100,00 |
|   325096| 202204|23/04/2022|0310  |Hrs/extrs/não autor/pres/|      8,80 |
|   325096| 202204|23/04/2022|0110  |Período variável Presença|      8,80 |
|   325096| 202204|23/04/2022|0010  |Presença                 |      8,80 |
|   325096| 202204|23/04/2022|0301  |Hrs/extras não autorizad/|      8,80 |
|   325096| 202204|23/04/2022|ZINT  |Intervalo dia não laboral|      1,00 |
|   325096| 202204|23/04/2022|Z060  |Horas extras troca dia   |      7,80 |
|   325096| 202204|23/04/2022|E711  |Hrs Extras Dom/Fer100%   |      7,80 |
|   325096| 202204|23/04/2022|8711  |Hrs Extras Dom/Fer100%   |      7,80 |
|   325096| 202204|23/04/2022|E411  |Hrs Extras Dom/Fer100%   |      7,80 |
|   325096| 202204|23/04/2022|E468  |Ad Not 25% S/ HE 100% D/F|      0,07 |
|   325096| 202204|23/04/2022|2825  |Hr Extra Dom/Fer 100% PP |      7,80 |
|   325096| 202204|23/04/2022|2921  |Ad Nt 25% S HE 100% DF PP|      0,07 |
|   325096| 202204|23/04/2022|9502  |Prov H/ Bco/ 16/31-  60% |      2,92 |
|   325096| 202204|23/04/2022|9900  |Total HrC+Bco+HE=16-31   |     19,75 |
|   325096| 202204|23/04/2022|P200  |Provisão Reflexo RSR     |      0,58 |
|   325096| 202204|23/04/2022|P201  |Provisão Encargos Sociais|     12,57 |
|   325096| 202204|23/04/2022|9825  |Prov HE 100% DF PP(16-31)|     16,83 |
|   325096| 202204|23/04/2022|0050  |Horas produtivas         |      8,80 |
|   325096| 202204|23/04/2022|0051  |Hrs/produtivas acumuladas|      8,80 |
|   332708| 202204|23/04/2022|YDEF  |Dia do Fechamento        |     15,00 |
|   332708| 202204|23/04/2022|PAND  |Par inicial  teórico dia |     13,33 |
|   332708| 202204|23/04/2022|2478  |Aux/Cont Hrs/ Inic/Teor  |     13,33 |
|   332708| 202204|23/04/2022|2481  |Aux/ Hrs ajuste tab TIP  |      2,00 |
|   332708| 202204|23/04/2022|PANT  |Par final anterior a DSR |     16,95 |
|   332708| 202204|23/04/2022|NDSR  |Número Dias s/ repouso   |      1,00 |
|   332708| 202204|23/04/2022|NUMA  |Numero Horas Tipo Proc/ A|      3,72 |
|   332708| 202204|23/04/2022|NUMK  |Numero Horas Tipo Proc/ K|      1,00 |
|   332708| 202204|23/04/2022|NUMS  |Numero Horas Tipo Proc/ S|      3,62 |
|   332708| 202204|23/04/2022|JREA  |Jornada Realizada        |      3,62 |
|   332708| 202204|23/04/2022|JRES  |Jornada Realizada Sadia  |      3,62 |
|   332708| 202204|23/04/2022|2837  |Horas Normais            |      3,62 |
|   332708| 202204|23/04/2022|BRTD  |Horas trabalho turno dia |      3,62 |
|   332708| 202204|23/04/2022|2400  |Horas Compensadas        |      3,72-|
|   332708| 202204|23/04/2022|2700  |Saldo Semanal BH         |      3,72-|
|   332708| 202204|23/04/2022|2701  |Saldo Mensal BH          |      3,72-|
|   332708| 202204|23/04/2022|3457  |Jorn Compens Banco Horas |      3,72 |
|   332708| 202204|23/04/2022|0110  |Período variável Presença|      3,62 |
|   332708| 202204|23/04/2022|0100  |Período variável         |      3,62 |
|   332708| 202204|23/04/2022|0010  |Presença                 |      3,62 |
|   332708| 202204|23/04/2022|0003  |Horário individual       |      3,62 |
|   332708| 202204|23/04/2022|Z200  |Horas normais troca dia  |      3,62 |
|   332708| 202204|23/04/2022|E837  |Hrs Normais              |      3,62 |
|   332708| 202204|23/04/2022|BRCO  |Compensação horária      |      3,72-|
|   332708| 202204|23/04/2022|2350  |Jornada Mensal           |      3,62 |
|   332708| 202204|23/04/2022|9401  |Sdo BH Compensável 16-31 |      2,04 |
|   332708| 202204|23/04/2022|9400  |Bco Hrs Compensadas 16-31|      4,67-|
|   332708| 202204|23/04/2022|9357  |Bco Hrs Compensadas      |      3,72-|
|   332708| 202204|23/04/2022|4457  |Jorn Comp/ Banco Horas   |      3,72-|
|   332708| 202204|23/04/2022|0002  |Tempo teórico            |      7,33 |
|   332708| 202204|23/04/2022|0005  |Saldo horário flexível   |      3,72-|
|   332708| 202204|23/04/2022|0050  |Horas produtivas         |      3,62 |
|   332708| 202204|23/04/2022|0051  |Hrs/produtivas acumuladas|      3,62 |
|   342147| 202204|23/04/2022|YDEF  |Dia do Fechamento        |     15,00 |
|   342147| 202204|23/04/2022|PANT  |Par final anterior a DSR |     79,53 |
|   342147| 202204|23/04/2022|2482  |Aux/ Hrs ajuste TIP DSR  |      2,00 |
|   342147| 202204|23/04/2022|HFOL  |Cont Dias Folga          |      1,00 |
|   342147| 202204|23/04/2022|NSSR  |Número Semanas s/ repouso|      3,00-|
|   342147| 202204|23/04/2022|NDSR  |Número Dias s/ repouso   |      1,00-|
|   342147| 202204|23/04/2022|9400  |Bco Hrs Compensadas 16-31|      0,55-|
|   496224| 202204|23/04/2022|YDEF  |Dia do Fechamento        |     15,00 |
|   496224| 202204|23/04/2022|PAND  |Par inicial  teórico dia |     13,33 |
|   496224| 202204|23/04/2022|2478  |Aux/Cont Hrs/ Inic/Teor  |     13,33 |
|   496224| 202204|23/04/2022|2481  |Aux/ Hrs ajuste tab TIP  |      2,00 |
|   496224| 202204|23/04/2022|PANT  |Par final anterior a DSR |     21,87 |
|   496224| 202204|23/04/2022|NDSR  |Número Dias s/ repouso   |      1,00 |
|   496224| 202204|23/04/2022|NUMB  |Numero Horas Tipo Proc/ B|      0,20 |
|   496224| 202204|23/04/2022|NUMK  |Numero Horas Tipo Proc/ K|      1,00 |
|   496224| 202204|23/04/2022|NUMS  |Numero Horas Tipo Proc/ S|      7,33 |
|   496224| 202204|23/04/2022|JREA  |Jornada Realizada        |      7,53 |
|   496224| 202204|23/04/2022|JRES  |Jornada Realizada Sadia  |      7,53 |
|   496224| 202204|23/04/2022|2837  |Horas Normais            |      7,33 |
|   496224| 202204|23/04/2022|BRTD  |Horas trabalho turno dia |      7,33 |
|   496224| 202204|23/04/2022|BRD1  |Hrs/extra turno dia ctg/1|      0,20 |
|   496224| 202204|23/04/2022|BRT1  |Horas extra categoria 1  |     60,00 |
|   496224| 202204|23/04/2022|2502  |Banco de Horas 60%       |      0,20 |
|   496224| 202204|23/04/2022|2700  |Saldo Semanal BH         |      0,20 |
|   496224| 202204|23/04/2022|2701  |Saldo Mensal BH          |      0,20 |
|   496224| 202204|23/04/2022|E502  |Bco Hrs 60%              |      0,20 |
|   496224| 202204|23/04/2022|8704  |Hrs Extras 60%           |      0,20 |
|   496224| 202204|23/04/2022|0110  |Período variável Presença|      7,53 |
|   496224| 202204|23/04/2022|0100  |Período variável         |      7,33 |
|   496224| 202204|23/04/2022|0010  |Presença                 |      7,53 |
|   496224| 202204|23/04/2022|0003  |Horário individual       |      7,33 |
|   496224| 202204|23/04/2022|0500  |Intervalo                |      1,00 |
|   496224| 202204|23/04/2022|0310  |Hrs/extrs/não autor/pres/|      0,20 |
|   496224| 202204|23/04/2022|0301  |Hrs/extras não autorizad/|      0,20 |
|   496224| 202204|23/04/2022|Z200  |Horas normais troca dia  |      7,33 |
|   496224| 202204|23/04/2022|E837  |Hrs Normais              |      7,33 |
|   496224| 202204|23/04/2022|BRCO  |Compensação horária      |      0,20 |
|   496224| 202204|23/04/2022|2350  |Jornada Mensal           |      7,33 |
|   496224| 202204|23/04/2022|9401  |Sdo BH Compensável 16-31 |      1,59 |
|   496224| 202204|23/04/2022|9900  |Total HrC+Bco+HE=16-31   |      5,90 |
|   496224| 202204|23/04/2022|P201  |Provisão Encargos Sociais|      3,75 |
|   496224| 202204|23/04/2022|9400  |Bco Hrs Compensadas 16-31|      3,97-|
|   496224| 202204|23/04/2022|9825  |Prov HE 100% DF PP(16-31)|      5,90 |
|   496224| 202204|23/04/2022|0002  |Tempo teórico            |      7,33 |
|   496224| 202204|23/04/2022|0005  |Saldo horário flexível   |      0,00 |
|   496224| 202204|23/04/2022|0050  |Horas produtivas         |      7,53 |
|   496224| 202204|23/04/2022|0051  |Hrs/produtivas acumuladas|      7,53 |
|   519015| 202204|23/04/2022|YDEF  |Dia do Fechamento        |     15,00 |
|   519015| 202204|23/04/2022|PAND  |Par inicial  teórico dia |     13,33 |
|   519015| 202204|23/04/2022|2478  |Aux/Cont Hrs/ Inic/Teor  |     13,33 |
|   519015| 202204|23/04/2022|2481  |Aux/ Hrs ajuste tab TIP  |      2,00 |
|   519015| 202204|23/04/2022|PANT  |Par final anterior a DSR |     18,78 |
|   519015| 202204|23/04/2022|NDSR  |Número Dias s/ repouso   |      1,00 |
|   519015| 202204|23/04/2022|NUMA  |Numero Horas Tipo Proc/ A|      2,50 |
|   519015| 202204|23/04/2022|NUMK  |Numero Horas Tipo Proc/ K|      1,00 |
|   519015| 202204|23/04/2022|NUMQ  |Numero Horas Tipo Proc/ Q|      0,38 |
|   519015| 202204|23/04/2022|NUMS  |Numero Horas Tipo Proc/ S|      4,45 |
|   519015| 202204|23/04/2022|JREA  |Jornada Realizada        |      4,83 |
|   519015| 202204|23/04/2022|JRES  |Jornada Realizada Sadia  |      4,83 |
|   519015| 202204|23/04/2022|2837  |Horas Normais            |      4,45 |
|   519015| 202204|23/04/2022|BRTD  |Horas trabalho turno dia |      4,83 |
|   519015| 202204|23/04/2022|2400  |Horas Compensadas        |      2,50-|
|   519015| 202204|23/04/2022|2700  |Saldo Semanal BH         |      2,50-|
|   519015| 202204|23/04/2022|2701  |Saldo Mensal BH          |      2,50-|
|   519015| 202204|23/04/2022|3457  |Jorn Compens Banco Horas |      2,50 |
|   519015| 202204|23/04/2022|0310  |Hrs/extrs/não autor/pres/|      0,38 |
|   519015| 202204|23/04/2022|0110  |Período variável Presença|      4,83 |
|   519015| 202204|23/04/2022|0010  |Presença                 |      4,83 |
|   519015| 202204|23/04/2022|0301  |Hrs/extras não autorizad/|      0,38 |
|   519015| 202204|23/04/2022|0100  |Período variável         |      4,83 |
|   519015| 202204|23/04/2022|0003  |Horário individual       |      4,83 |
|   519015| 202204|23/04/2022|0500  |Intervalo                |      1,00 |
|   519015| 202204|23/04/2022|0120  |Período variável Ausência|      0,38 |
|   519015| 202204|23/04/2022|0020  |Ausência                 |      0,38 |
|   519015| 202204|23/04/2022|Z200  |Horas normais troca dia  |      4,83 |
|   519015| 202204|23/04/2022|E837  |Hrs Normais              |      4,83 |
|   519015| 202204|23/04/2022|BRCO  |Compensação horária      |      2,50-|
|   519015| 202204|23/04/2022|2350  |Jornada Mensal           |      4,83 |
|   519015| 202204|23/04/2022|9401  |Sdo BH Compensável 16-31 |      3,55 |
|   519015| 202204|23/04/2022|9900  |Total HrC+Bco+HE=16-31   |      7,65 |
|   519015| 202204|23/04/2022|P201  |Provisão Encargos Sociais|      4,87 |
|   519015| 202204|23/04/2022|9400  |Bco Hrs Compensadas 16-31|      6,00-|
